id,title,description,availability,condition,price,link,image_link,brand,item_group_id,size,sale_price,additional_image_link,origin_country,wa_compliance_category
YAS-024-YAS-024-1KG,White Lobia / తెల్ల అలసందలు — 1kg,"Order White Lobia (తెల్ల అలసందలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,125.00 INR,https://www.yasvik.com/product/white-lobia,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-024,1kg,,,IN,DEFAULT
YAS-001-YAS-001-1KG,Whole Wheat / గోధుమలు — 1kg,"Order Whole Wheat (గోధుమలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,55.00 INR,https://www.yasvik.com/product/whole-wheat,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-001,1kg,,,IN,DEFAULT
YAS-001-YAS-001-5KG,Whole Wheat / గోధుమలు — 5kg,"Order Whole Wheat (గోధుమలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,270.00 INR,https://www.yasvik.com/product/whole-wheat,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-001,5kg,,,IN,DEFAULT
YAS-029-YAS-029-1KG,White Sugar / తెల్ల చక్కెర — 1kg,"Order White Sugar (తెల్ల చక్కెర) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,52.00 INR,https://www.yasvik.com/product/white-sugar,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-029,1kg,,,IN,DEFAULT
YAS-029-YAS-029-5KG,White Sugar / తెల్ల చక్కెర — 5kg,"Order White Sugar (తెల్ల చక్కెర) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,255.00 INR,https://www.yasvik.com/product/white-sugar,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-029,5kg,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-2kg,Organic Foxtail Millet Flakes / రేకులు — 2kg,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,462.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,2kg,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-1kg,Organic Foxtail Millet Flakes / రేకులు — 1kg,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,231.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,1kg,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-500g,Organic Foxtail Millet Flakes / రేకులు — 500g,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,126.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,500g,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-250g,Organic Foxtail Millet Flakes / రేకులు — 250g,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,68.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,250g,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-100g,Organic Foxtail Millet Flakes / రేకులు — 100g,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,33.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,100g,,,IN,DEFAULT
YAS-ORGANICF-LN1AD-YAS-ORGANICF-LN1AD-50g,Organic Foxtail Millet Flakes / రేకులు — 50g,"Order Organic Foxtail Millet Flakes (కొర్ర అటుకులు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,22.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flakes,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-ORGANICF-LN1AD,50g,,,IN,DEFAULT
YAS-038-YAS-038-500ML,Cold Pressed Groundnut Oil / వేరుశెనగ నూనె — 500ml,"Order Cold Pressed Groundnut Oil (వేరుశెనగ నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,200.00 INR,https://www.yasvik.com/product/cold-pressed-groundnut-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_35_32-pm-mqw4xhgp.webp,Yasvik,YAS-038,500ml,,,IN,DEFAULT
YAS-038-YAS-038-1L,Cold Pressed Groundnut Oil / వేరుశెనగ నూనె — 1L,"Order Cold Pressed Groundnut Oil (వేరుశెనగ నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,399.00 INR,https://www.yasvik.com/product/cold-pressed-groundnut-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_35_32-pm-mqw4xhgp.webp,Yasvik,YAS-038,1L,,,IN,DEFAULT
YAS-038-YAS-038-5L,Cold Pressed Groundnut Oil / వేరుశెనగ నూనె — 5L,"Order Cold Pressed Groundnut Oil (వేరుశెనగ నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1995.00 INR,https://www.yasvik.com/product/cold-pressed-groundnut-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_35_32-pm-mqw4xhgp.webp,Yasvik,YAS-038,5L,,,IN,DEFAULT
YAS-012-YAS-012-500G,White Peas / తెల్ల బఠాణీ — 500g,"Order White Peas (తెల్ల బఠాణీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,45.00 INR,https://www.yasvik.com/product/white-peas,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-012,500g,,,IN,DEFAULT
YAS-012-YAS-012-1KG,White Peas / తెల్ల బఠాణీ — 1kg,"Order White Peas (తెల్ల బఠాణీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,78.00 INR,https://www.yasvik.com/product/white-peas,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-012,1kg,,,IN,DEFAULT
YAS-036-COPY,Tamarind / చింతపండు,"Order Tamarind (చింతపండు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,149.00 INR,https://www.yasvik.com/product/tamarind,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-014-YAS-014-250G,Roasted Gram / Putnalu / పుట్నాలు — 250g,"Order Roasted Gram / Putnalu (పుట్నాలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,45.00 INR,https://www.yasvik.com/product/roasted-gram-putnalu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-014,250g,,,IN,DEFAULT
YAS-014-YAS-014-500G,Roasted Gram / Putnalu / పుట్నాలు — 500g,"Order Roasted Gram / Putnalu (పుట్నాలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,75.00 INR,https://www.yasvik.com/product/roasted-gram-putnalu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-014,500g,,,IN,DEFAULT
YAS-014-YAS-014-1KG,Roasted Gram / Putnalu / పుట్నాలు — 1kg,"Order Roasted Gram / Putnalu (పుట్నాలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,135.00 INR,https://www.yasvik.com/product/roasted-gram-putnalu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-014,1kg,,,IN,DEFAULT
YAS-011-YAS-011-500G,Whole Urad / మినుములు — 500g,"Order Whole Urad (మినుములు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,145.00 INR,https://www.yasvik.com/product/whole-urad,https://media.yasvik.com/media-assets/products/yasvik-whole-urad-hero.webp,Yasvik,YAS-011,500g,,,IN,DEFAULT
YAS-011-YAS-011-1KG,Whole Urad / మినుములు — 1kg,"Order Whole Urad (మినుములు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,145.00 INR,https://www.yasvik.com/product/whole-urad,https://media.yasvik.com/media-assets/products/yasvik-whole-urad-hero.webp,Yasvik,YAS-011,1kg,,,IN,DEFAULT
YAS-036-YAS-036-250G,Lemon Pickle / నిమ్మకాయ పచ్చడి — 250g,"Order Lemon Pickle (నిమ్మకాయ ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,75.00 INR,https://www.yasvik.com/product/lemon-pickle,https://media.yasvik.com/media-assets/products/yasvik-lemon-pickle-hero.webp,Yasvik,YAS-036,250g,,,IN,DEFAULT
YAS-036-YAS-036-500G,Lemon Pickle / నిమ్మకాయ పచ్చడి — 500g,"Order Lemon Pickle (నిమ్మకాయ ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,140.00 INR,https://www.yasvik.com/product/lemon-pickle,https://media.yasvik.com/media-assets/products/yasvik-lemon-pickle-hero.webp,Yasvik,YAS-036,500g,,,IN,DEFAULT
YAS-SENAGAPI-41Q6M-YAS-SENAGAPI-41Q6M-500g,Besan / Gram Flour / శనగపిండి — 500g,"Order Besan / Gram Flour (శనగ పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,53.00 INR,https://www.yasvik.com/product/besan-gram-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-SENAGAPI-41Q6M,500g,,,IN,DEFAULT
YAS-SENAGAPI-41Q6M-YAS-SENAGAPI-41Q6M-1kg,Besan / Gram Flour / శనగపిండి — 1kg,"Order Besan / Gram Flour (శనగ పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,95.00 INR,https://www.yasvik.com/product/besan-gram-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-SENAGAPI-41Q6M,1kg,,,IN,DEFAULT
YAS-SENAGAPI-41Q6M-YAS-SENAGAPI-41Q6M-250g,Besan / Gram Flour / శనగపిండి — 250g,"Order Besan / Gram Flour (శనగ పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,29.00 INR,https://www.yasvik.com/product/besan-gram-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-SENAGAPI-41Q6M,250g,,,IN,DEFAULT
YAS-023-YAS-023-250G,White Rajma / తెల్ల రాజ్మా — 250g,"Order White Rajma (తెల్ల రాజ్మా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,55.00 INR,https://www.yasvik.com/product/white-rajma,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-023,250g,,,IN,DEFAULT
YAS-023-YAS-023-500G,White Rajma / తెల్ల రాజ్మా — 500g,"Order White Rajma (తెల్ల రాజ్మా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,95.00 INR,https://www.yasvik.com/product/white-rajma,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-023,500g,,,IN,DEFAULT
YAS-023-YAS-023-1KG,White Rajma / తెల్ల రాజ్మా — 1kg,"Order White Rajma (తెల్ల రాజ్మా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,165.00 INR,https://www.yasvik.com/product/white-rajma,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-023,1kg,,,IN,DEFAULT
YAS-044-YAS-044-250G,Homemade Spicy Mixture / కారపు మిక్చర్ — 250g,"Order Homemade Spicy Mixture (కారపు మిక్చర్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,97.00 INR,https://www.yasvik.com/product/homemade-spicy-mixture,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-044,250g,,,IN,DEFAULT
YAS-044-YAS-044-500G,Homemade Spicy Mixture / కారపు మిక్చర్ — 500g,"Order Homemade Spicy Mixture (కారపు మిక్చర్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,182.00 INR,https://www.yasvik.com/product/homemade-spicy-mixture,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-044,500g,,,IN,DEFAULT
YAS-INDIGOPO-OH2IG-YAS-INDIGOPO-OH2IG-100g,Indigo Powder / నీలి పొడి — 100g,"Order Indigo Powder (నీలి పొడి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,80.00 INR,https://www.yasvik.com/product/indigo-powder,https://media.yasvik.com/media-assets/products/yasvik-indigo-powder-hero.webp,Yasvik,YAS-INDIGOPO-OH2IG,100g,,,IN,DEFAULT
YAS-INDIGOPO-OH2IG-YAS-INDIGOPO-OH2IG-50g,Indigo Powder / నీలి పొడి — 50g,"Order Indigo Powder (నీలి పొడి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,40.00 INR,https://www.yasvik.com/product/indigo-powder,https://media.yasvik.com/media-assets/products/yasvik-indigo-powder-hero.webp,Yasvik,YAS-INDIGOPO-OH2IG,50g,,,IN,DEFAULT
YAS-015-YAS-015-500G,Yellow Jowar / పసుపు జొన్నలు — 500g,"Order Yellow Jowar (పసుపు జొన్నలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,55.00 INR,https://www.yasvik.com/product/yellow-jowar,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-015,500g,,,IN,DEFAULT
YAS-015-YAS-015-1KG,Yellow Jowar / పసుపు జొన్నలు — 1kg,"Order Yellow Jowar (పసుపు జొన్నలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,95.00 INR,https://www.yasvik.com/product/yellow-jowar,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-015,1kg,,,IN,DEFAULT
YAS-019-YAS-019-500G,Green Peas / పచ్చ బఠాణీ — 500g,"Order Green Peas (పచ్చ బఠాణీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,65.00 INR,https://www.yasvik.com/product/green-peas,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-019,500g,,,IN,DEFAULT
YAS-019-YAS-019-1KG,Green Peas / పచ్చ బఠాణీ — 1kg,"Order Green Peas (పచ్చ బఠాణీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,115.00 INR,https://www.yasvik.com/product/green-peas,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-019,1kg,,,IN,DEFAULT
YAS-JAGGERY-6Y9K2,Anakapalle Jaggery / అనకాపల్లి బెల్లం,"Order Anakapalle Jaggery (అనకాపల్లి బెల్లం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,78.00 INR,https://www.yasvik.com/product/anakapalle-jaggery,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-092-YAS-092-200G,Organic Multi Millet Pasta / మిల్లెట్ పాస్తా — 200g,"Order Organic Multi Millet Pasta (సిరిధాన్య పాస్తా) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,84.00 INR,https://www.yasvik.com/product/organic-multi-millet-pasta,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,200g,,,IN,DEFAULT
YAS-066-YAS-066-2KG,Organic Foxtail Millet / కొర్రలు — 2kg,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,256.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,2kg,,,IN,DEFAULT
YAS-066-YAS-066-1KG,Organic Foxtail Millet / కొర్రలు — 1kg,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,128.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,1kg,,,IN,DEFAULT
YAS-066-YAS-066-500G,Organic Foxtail Millet / కొర్రలు — 500g,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,74.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,500g,,,IN,DEFAULT
YAS-066-YAS-066-250G,Organic Foxtail Millet / కొర్రలు — 250g,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,42.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,250g,,,IN,DEFAULT
YAS-066-YAS-066-100G,Organic Foxtail Millet / కొర్రలు — 100g,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,23.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,100g,,,IN,DEFAULT
YAS-066-YAS-066-50G,Organic Foxtail Millet / కొర్రలు — 50g,"Order Organic Foxtail Millet (కొర్రలు) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,16.00 INR,https://www.yasvik.com/product/organic-foxtail-millet,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-066,50g,,,IN,DEFAULT
YAS-UNPOLISH-AERF5,Unpolished Moong Dal / పెసర పప్పు,"Order Unpolished Moong Dal (పాలిష్ చేయని పెసర పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,249.00 INR,https://www.yasvik.com/product/unpolished-moong-dal,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-1kg,Badam / Almonds / బాదం — 1kg,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1249.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,1kg,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-500g,Badam / Almonds / బాదం — 500g,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,635.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,500g,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-250g,Badam / Almonds / బాదం — 250g,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,322.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,250g,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-100g,Badam / Almonds / బాదం — 100g,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,135.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,100g,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-50g,Badam / Almonds / బాదం — 50g,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,72.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,50g,,,IN,DEFAULT
YAS-PREMIUMB-TWFYF-YAS-PREMIUMB-TWFYF-150g,Badam / Almonds / బాదం — 150g,"Order Badam / Almonds (బాదం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,197.00 INR,https://www.yasvik.com/product/badam-almonds,https://media.yasvik.com/media-assets/products/yasvik-badam-almonds-hero.webp,Yasvik,YAS-PREMIUMB-TWFYF,150g,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-1kg,Fard Dates / ఫర్ద్ ఖర్జూరం — 1kg,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,599.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,1kg,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-500g,Fard Dates / ఫర్ద్ ఖర్జూరం — 500g,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,310.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,500g,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-250g,Fard Dates / ఫర్ద్ ఖర్జూరం — 250g,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,160.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,250g,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-100g,Fard Dates / ఫర్ద్ ఖర్జూరం — 100g,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,70.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,100g,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-50g,Fard Dates / ఫర్ద్ ఖర్జూరం — 50g,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,40.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,50g,,,IN,DEFAULT
YAS-PREMIUMD-U48EP-YAS-PREMIUMD-U48EP-150g,Fard Dates / ఫర్ద్ ఖర్జూరం — 150g,"Order Fard Dates (ఫర్ద్ ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,100.00 INR,https://www.yasvik.com/product/fard-dates,https://media.yasvik.com/media-assets/products/yasvik-fard-dates-hero.webp,Yasvik,YAS-PREMIUMD-U48EP,150g,,,IN,DEFAULT
YAS-HENNAPOW-OI09Y-YAS-HENNAPOW-OI09Y-100g,Henna Powder / గోరింటాకు — 100g,"Order Henna Powder (గోరింటాకు పొడి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,80.00 INR,https://www.yasvik.com/product/henna-powder,https://media.yasvik.com/media-assets/products/yasvik-henna-powder-hero.webp,Yasvik,YAS-HENNAPOW-OI09Y,100g,,,IN,DEFAULT
YAS-HENNAPOW-OI09Y-YAS-HENNAPOW-OI09Y-50g,Henna Powder / గోరింటాకు — 50g,"Order Henna Powder (గోరింటాకు పొడి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,40.00 INR,https://www.yasvik.com/product/henna-powder,https://media.yasvik.com/media-assets/products/yasvik-henna-powder-hero.webp,Yasvik,YAS-HENNAPOW-OI09Y,50g,,,IN,DEFAULT
YAS-005-YAS-005-500G,Poha / Flattened Rice / అటుకులు — 500g,"Order Poha / Flattened Rice (అటుకులు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,50.00 INR,https://www.yasvik.com/product/poha-flattened-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-005,500g,,,IN,DEFAULT
YAS-005-YAS-005-1KG,Poha / Flattened Rice / అటుకులు — 1kg,"Order Poha / Flattened Rice (అటుకులు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,82.00 INR,https://www.yasvik.com/product/poha-flattened-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-005,1kg,,,IN,DEFAULT
YAS-043-YAS-043-250G,Homemade Murukku / మురుకులు — 250g,"Order Homemade Murukku (మురుకులు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,107.00 INR,https://www.yasvik.com/product/homemade-murukku,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-043,250g,,,IN,DEFAULT
YAS-043-YAS-043-500G,Homemade Murukku / మురుకులు — 500g,"Order Homemade Murukku (మురుకులు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,202.00 INR,https://www.yasvik.com/product/homemade-murukku,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-043,500g,,,IN,DEFAULT
YAS-FENUGREE-7TBQ6,Fenugreek Seeds / మెంతులు,"Order Fenugreek Seeds (మెంతులు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,119.00 INR,https://www.yasvik.com/product/fenugreek-seeds,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-016-YAS-016-500G,Urad Gota / మినప గుండ్లు — 500g,"Order Urad Gota (మినప గుండ్లు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,85.00 INR,https://www.yasvik.com/product/urad-gota,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-016,500g,,,IN,DEFAULT
